id,Survived,Sex,Pclass,Fare,Age,SibSp,SibSp>0,Parch>0,Embarked=C,Embarked=None,Embarked=Q,Embarked=S,CabinType=A,CabinType=B,CabinType=C,CabinType=D,CabinType=E,CabinType=F,CabinType=G,CabinType=None,CabinType=T,Sex * Pclass,Sex * Fare,Sex * Age,Sex * SibSp,Sex * SibSp>0,Sex * Parch>0,Sex * Embarked=C,Sex * Embarked=None,Sex * Embarked=Q,Sex * Embarked=S,Sex * CabinType=A,Sex * CabinType=B,Sex * CabinType=C,Sex * CabinType=D,Sex * CabinType=E,Sex * CabinType=F,Sex * CabinType=G,Sex * CabinType=None,Sex * CabinType=T,Pclass * Fare,Pclass * Age,Pclass * SibSp,Pclass * SibSp>0,Pclass * Parch>0,Pclass * Embarked=C,Pclass * Embarked=None,Pclass * Embarked=Q,Pclass * Embarked=S,Pclass * CabinType=A,Pclass * CabinType=B,Pclass * CabinType=C,Pclass * CabinType=D,Pclass * CabinType=E,Pclass * CabinType=F,Pclass * CabinType=G,Pclass * CabinType=None,Pclass * CabinType=T,Fare * Age,Fare * SibSp,Fare * SibSp>0,Fare * Parch>0,Fare * Embarked=C,Fare * Embarked=None,Fare * Embarked=Q,Fare * Embarked=S,Fare * CabinType=A,Fare * CabinType=B,Fare * CabinType=C,Fare * CabinType=D,Fare * CabinType=E,Fare * CabinType=F,Fare * CabinType=G,Fare * CabinType=None,Fare * CabinType=T,Age * SibSp,Age * SibSp>0,Age * Parch>0,Age * Embarked=C,Age * Embarked=None,Age * Embarked=Q,Age * Embarked=S,Age * CabinType=A,Age * CabinType=B,Age * CabinType=C,Age * CabinType=D,Age * CabinType=E,Age * CabinType=F,Age * CabinType=G,Age * CabinType=None,Age * CabinType=T,SibSp * Parch>0,SibSp * Embarked=C,SibSp * Embarked=None,SibSp * Embarked=Q,SibSp * Embarked=S,SibSp * CabinType=A,SibSp * CabinType=B,SibSp * CabinType=C,SibSp * CabinType=D,SibSp * CabinType=E,SibSp * CabinType=F,SibSp * CabinType=G,SibSp * CabinType=None,SibSp * CabinType=T,SibSp>0 * Parch>0,SibSp>0 * Embarked=C,SibSp>0 * Embarked=None,SibSp>0 * Embarked=Q,SibSp>0 * Embarked=S,SibSp>0 * CabinType=A,SibSp>0 * CabinType=B,SibSp>0 * CabinType=C,SibSp>0 * CabinType=D,SibSp>0 * CabinType=E,SibSp>0 * CabinType=F,SibSp>0 * CabinType=G,SibSp>0 * CabinType=None,SibSp>0 * CabinType=T,Parch>0 * Embarked=C,Parch>0 * Embarked=None,Parch>0 * Embarked=Q,Parch>0 * Embarked=S,Parch>0 * CabinType=A,Parch>0 * CabinType=B,Parch>0 * CabinType=C,Parch>0 * CabinType=D,Parch>0 * CabinType=E,Parch>0 * CabinType=F,Parch>0 * CabinType=G,Parch>0 * CabinType=None,Parch>0 * CabinType=T,Embarked=C * CabinType=A,Embarked=C * CabinType=B,Embarked=C * CabinType=C,Embarked=C * CabinType=D,Embarked=C * CabinType=E,Embarked=C * CabinType=F,Embarked=C * CabinType=G,Embarked=C * CabinType=None,Embarked=C * CabinType=T,Embarked=None * CabinType=A,Embarked=None * CabinType=B,Embarked=None * CabinType=C,Embarked=None * CabinType=D,Embarked=None * CabinType=E,Embarked=None * CabinType=F,Embarked=None * CabinType=G,Embarked=None * CabinType=None,Embarked=None * CabinType=T,Embarked=Q * CabinType=A,Embarked=Q * CabinType=B,Embarked=Q * CabinType=C,Embarked=Q * CabinType=D,Embarked=Q * CabinType=E,Embarked=Q * CabinType=F,Embarked=Q * CabinType=G,Embarked=Q * CabinType=None,Embarked=Q * CabinType=T,Embarked=S * CabinType=A,Embarked=S * CabinType=B,Embarked=S * CabinType=C,Embarked=S * CabinType=D,Embarked=S * CabinType=E,Embarked=S * CabinType=F,Embarked=S * CabinType=G,Embarked=S * CabinType=None,Embarked=S * CabinType=T
719,0,0,3,7.775,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.325000000000003,99.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,256.575,0.0,0.0,0.0,0.0,0.0,0.0,7.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
720,1,1,2,33.0,6.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,33.0,6.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,66.0,12.0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,198.0,0.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
721,0,0,3,7.0542,17.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.162599999999998,51.0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,119.92139999999999,7.0542,7.0542,0.0,0.0,0.0,0.0,7.0542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0542,0.0,17.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
722,0,0,2,13.0,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,68.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
723,0,0,2,13.0,50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,100.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
724,1,0,1,53.1,27.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.1,27.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1433.7,53.1,53.1,0.0,0.0,0.0,0.0,53.1,0.0,0.0,0.0,0.0,53.1,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
725,0,0,3,8.6625,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.987499999999997,60.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,173.25,0.0,0.0,0.0,0.0,0.0,0.0,8.6625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
726,1,1,2,21.0,30.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,21.0,30.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,42.0,60.0,6,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,630.0,63.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,90.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
727,1,1,3,7.7375,29.69911764705882,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,7.7375,29.69911764705882,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23.2125,89.09735294117647,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,229.79692279411762,0.0,0.0,0.0,0.0,0.0,7.7375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7375,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
728,0,0,2,26.0,25.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,50.0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,650.0,26.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
729,0,1,3,7.925,25.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,7.925,25.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23.775,75.0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,198.125,7.925,7.925,0.0,0.0,0.0,0.0,7.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.925,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
730,1,1,1,211.3375,29.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,211.3375,29.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,211.3375,29.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6128.7875,0.0,0.0,0.0,0.0,0.0,0.0,211.3375,0.0,211.3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
731,0,0,3,18.7875,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.362500000000004,33.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,206.66250000000002,0.0,0.0,0.0,18.7875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7875,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,0,0,2,0.0,29.69911764705882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,59.39823529411764,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
733,0,0,2,13.0,23.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,46.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
734,0,0,2,13.0,23.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,46.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
735,0,0,3,16.1,28.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.300000000000004,85.5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,458.85,0.0,0.0,0.0,0.0,0.0,0.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
736,0,1,3,34.375,48.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,34.375,48.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,103.125,144.0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,3,0,1650.0,34.375,34.375,34.375,0.0,0.0,0.0,34.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.375,0.0,48.0,48.0,48.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
737,1,0,1,512.3292,35.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512.3292,35.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,17931.522,0.0,0.0,0.0,512.3292,0.0,0.0,0.0,0.0,512.3292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,0,0,3,7.8958,29.69911764705882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6874,89.09735294117647,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,234.49829311764705,0.0,0.0,0.0,0.0,0.0,0.0,7.8958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
739,0,0,3,7.8958,29.69911764705882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6874,89.09735294117647,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,234.49829311764705,0.0,0.0,0.0,0.0,0.0,0.0,7.8958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
740,1,0,1,30.0,29.69911764705882,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,29.69911764705882,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,890.9735294117646,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69911764705882,0.0,0.0,0.0,29.69911764705882,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
741,0,0,1,78.85,36.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.85,36.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2838.6,78.85,78.85,0.0,0.0,0.0,0.0,78.85,0.0,0.0,78.85,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
742,1,1,1,262.375,21.0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,262.375,21.0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,262.375,21.0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5509.875,524.75,262.375,262.375,262.375,0.0,0.0,0.0,0.0,262.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,0,0,3,16.1,24.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.300000000000004,72.0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,386.40000000000003,16.1,16.1,0.0,0.0,0.0,0.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,0.0,24.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
744,1,0,3,7.925,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.775,93.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,245.67499999999998,0.0,0.0,0.0,0.0,0.0,0.0,7.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
745,0,0,1,71.0,70.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,70.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4970.0,71.0,71.0,71.0,0.0,0.0,0.0,71.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
746,0,0,3,20.25,16.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.75,48.0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,3,0,324.0,20.25,20.25,20.25,0.0,0.0,0.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.25,0.0,16.0,16.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
